restaurant_id,summary,nutrition_score
19580,"Restaurant: Pizzeria Paradiso (Georgetown), Price Range: $, Zip Code: 20007. Menu Categories: 12"" Pizzas (15 items, avg price $24.94); 9"" Pizzas- (15 items, avg price $17.10); Desserts- (2 items, avg price $8.96); Half n Half Pizza- (2 items, avg price $21.84); Insalata- (7 items, avg price $15.52); N/A Beverages- (8 items, avg price $3.29); Panino- (4 items, avg price $16.80); Paradiso Community (1 items, avg price $8.40); Picked for you (5 items, avg price $17.92); Pizza Kits- (4 items, avg price $10.36); Primi- (7 items, avg price $11.20); Retail- (10 items, avg price $25.54); Sides- (3 items, avg price $1.96); Wednesday To Go Specials (2 items, avg price $53.20).",63
19581,"Restaurant: Abunai Poke (Farragut), Price Range: $, Zip Code: 20036. Menu Categories: Beverages (25 items, avg price $3.32); Breakfast (1 items, avg price $10.00); Build Your Own Poke Bowl (1 items, avg price $9.50); Hawaiian Plate Lunches (6 items, avg price $13.83); Picked for you (5 items, avg price $11.60); Poke by the pound (12 items, avg price $16.00); Sides (8 items, avg price $5.31); Signature Poke Bowls (8 items, avg price $15.94); Snacks (4 items, avg price $8.75); Sushi (6 items, avg price $6.50).",64
19583,"Restaurant: Bistro Aracosia, Price Range: $, Zip Code: 20016. Menu Categories: Additional Sides (8 items, avg price $7.20); Appetizers (Mazza) (16 items, avg price $13.57); Burgers and Wraps (1 items, avg price $16.95); Chops and Kabobs (15 items, avg price $28.62); Dessert (4 items, avg price $7.24); Entrees (5 items, avg price $21.95); Picked for you (5 items, avg price $18.66); Soups and Salads (3 items, avg price $10.28); Stews (Kormas) (14 items, avg price $24.88); Vegetarian (13 items, avg price $17.69).",78
19585,"Restaurant: NewYork Grill, Price Range: nan, Zip Code: 20009. Menu Categories: Gyros on Pita Bread (8 items, avg price $12.25); Halal Rice Platters (7 items, avg price $10.99); Our Fresh Salads (8 items, avg price $8.93); Our Tasty Desserts (5 items, avg price $3.40); Picked for you (5 items, avg price $9.10); Sandwich Burgers (8 items, avg price $11.06); Soft Drinks (11 items, avg price $1.00); Tasty Extra Meals (12 items, avg price $8.91).",67
19586,"Restaurant: The Well Dressed Burrito, Price Range: $, Zip Code: 20036. Menu Categories: Birria Tacos (1 items, avg price $12.99); Burrito Bowls (5 items, avg price $9.65); Burritos (11 items, avg price $11.29); Chimichangas (5 items, avg price $10.99); Dos Tacos (9 items, avg price $12.60); Drinks (19 items, avg price $3.49); El Gordo (8 items, avg price $13.30); Empanadas (1 items, avg price $10.99); Enchiladas (5 items, avg price $11.95); Extra Side Items (15 items, avg price $5.28); Fajitas (5 items, avg price $13.49); Family / Party (Options for 4,6 and 8 People) (24 items, avg price $77.94); Flautas (5 items, avg price $11.99); Grilled Toastada Salad (5 items, avg price $12.69); Picked for you (5 items, avg price $11.09); Quesadillas (10 items, avg price $12.39); Salad Special (5 items, avg price $12.99); Shrimp Ceviche (1 items, avg price $12.99); Taco Salad (9 items, avg price $12.27); The Grill (3 items, avg price $12.99); The Well Dressed Burrito (5 items, avg price $8.99).",63
19590,"Restaurant: Ghost Dupont Diner, Price Range: nan, Zip Code: 20036. Menu Categories: Apps (3 items, avg price $10.17); Beverages (3 items, avg price $2.67); Mains (4 items, avg price $14.62).",82
19594,"Restaurant: New Big Wong, Price Range: nan, Zip Code: 20001. Menu Categories: Appetizers (17 items, avg price $8.99); Beef (11 items, avg price $19.59); Cantonese Noodle (22 items, avg price $18.04); Casserole (11 items, avg price $22.77); Chef's Suggestions (33 items, avg price $22.77); Chicken (19 items, avg price $17.95); Drinks (5 items, avg price $2.50); Egg Foo Young (6 items, avg price $17.12); Fried Rice (8 items, avg price $14.83); Lo Mein (6 items, avg price $16.12); Noodle Soups (7 items, avg price $15.95); Pad Thai (4 items, avg price $15.95); Picked for you (5 items, avg price $17.35); Pork (9 items, avg price $16.95); Seafood (16 items, avg price $20.32); Soup (11 items, avg price $11.74); Vegetables (14 items, avg price $16.45).",42
19598,"Restaurant: Green Bird (3501 Georgia Ave Nw), Price Range: $, Zip Code: 20010. Menu Categories: Drinks (4 items, avg price $2.50); More Chicken (2 items, avg price $6.49); Rotisserie Chicken (6 items, avg price $15.83); Salads (1 items, avg price $7.99); Sandwiches (3 items, avg price $8.32); Sides (7 items, avg price $3.42).",74
19613,"Restaurant: Smashmouth Burgers (1847 14St Nw), Price Range: $, Zip Code: 20009. Menu Categories: Picked for you (5 items, avg price $8.72); Sides (3 items, avg price $5.73); Smashmouth Burgers (11 items, avg price $12.43).",34
19619,"Restaurant: FREAKING GOOD PIZZA, Price Range: $, Zip Code: 20036. Menu Categories: FREAKING GOOD DRINKS (7 items, avg price $3.00); FREAKING GOOD PIZZAS (13 items, avg price $16.70); FREAKING GOOD SIDES (5 items, avg price $8.15); Picked for you (5 items, avg price $14.39).",22
19622,"Restaurant: Kuri Sashimi Bowls (1730 Rhode Island Ave Nw), Price Range: $, Zip Code: 20036. Menu Categories: Appetizers (3 items, avg price $5.01); Beverages (3 items, avg price $2.88); Picked for you (5 items, avg price $16.88); Sashimi Bowls (11 items, avg price $15.82).",60
19627,"Restaurant: Soft Stream Sushi (1730 Rhode Island Ave NW), Price Range: $, Zip Code: 20036. Menu Categories: Cold and Hot Starters (4 items, avg price $7.78); Combos (1 items, avg price $22.78); Drinks (7 items, avg price $3.34); Picked for you (5 items, avg price $15.10); Sushi Rolls (12 items, avg price $11.58).",62
19629,"Restaurant: Pink Dot Georgetown (operated by Hop, Cask, Barrel), Price Range: $, Zip Code: 20007. Menu Categories: Best Sellers (14 items, avg price $91.17); Bubbly (11 items, avg price $69.89); Cabernet Sauvignon (16 items, avg price $45.02); Canned &amp; Boxed Wines (2 items, avg price $26.39); Chardonnay (9 items, avg price $22.97); Cider (3 items, avg price $14.66); Cognac (4 items, avg price $64.61); Craft &amp; IPA Beer (15 items, avg price $16.34); Domestic Beer (13 items, avg price $16.49); Energy Drinks (5 items, avg price $6.64); European Beer &amp; More (9 items, avg price $19.30); Gin (5 items, avg price $41.35); Hard Seltzer (12 items, avg price $21.44); Juice &amp; Mixers (5 items, avg price $16.93); Liqueur (8 items, avg price $43.85); Malbec (1 items, avg price $17.59); Merlot (3 items, avg price $26.39); Mexican Beer (15 items, avg price $26.68); Mezcal (4 items, avg price $69.29); Pink Dot Picks (2 items, avg price $12.09); Pinot Grigio (3 items, avg price $25.29); Pinot Noir (9 items, avg price $29.45); Ready to Drink Cocktails (7 items, avg price $9.29); Red Blends &amp; More (2 items, avg price $16.49); Rosé (8 items, avg price $47.56); Rum (9 items, avg price $26.39); Sake (3 items, avg price $17.12); Sauvignon Blanc (13 items, avg price $21.48); Soda (14 items, avg price $3.81); Tea &amp; Kombucha (1 items, avg price $2.19); Tequila (32 items, avg price $81.70); Vodka (25 items, avg price $38.58); Water &amp; Sparkling (6 items, avg price $10.72); Whiskey (26 items, avg price $67.68).",64
19630,"Restaurant: Sunny &amp; Fine's Breakfast Burritos (1833 14th St NW), Price Range: $, Zip Code: 20009. Menu Categories: Beverages (10 items, avg price $2.65); Breakfast Burritos (17 items, avg price $10.94); Sides (4 items, avg price $4.18).",74
19631,"Restaurant: Le DeSales, Price Range: nan, Zip Code: 20036. Menu Categories: Beer (4 items, avg price $9.25); Charcuterie (3 items, avg price $25.97); Classic Rolls (4 items, avg price $8.75); Craft Cocktails at Home  (6 items, avg price $26.00); Crudo/Salad (3 items, avg price $16.58); Free Items! (2 items, avg price $0.00); Picked for you (5 items, avg price $17.28); Principal (10 items, avg price $26.70); Sides (5 items, avg price $8.78); Specialty Nigiri (5 items, avg price $13.20); Specialty Sushi Rolls (9 items, avg price $14.90); Sweet (1 items, avg price $12.10); Wine&amp;Sake @ Home (14 items, avg price $35.50).",63
19634,"Restaurant: Clyde's of Georgetown, Price Range: $$, Zip Code: 20007. Menu Categories: Desserts (4 items, avg price $9.24); Kids (3 items, avg price $7.99); Libations (20 items, avg price $19.32); Mains (10 items, avg price $26.49); Salads (6 items, avg price $17.66); Sandwiches (10 items, avg price $17.39); Starters (12 items, avg price $12.49).",67
19639,"Restaurant: bloomingdale wine and spirits, Price Range: nan, Zip Code: 20001. Menu Categories: Beer (31 items, avg price $19.22); Brandy (2 items, avg price $17.49); Bubbly (12 items, avg price $32.99); Cognac (1 items, avg price $59.99); Gin (4 items, avg price $27.99); Mixer (77 items, avg price $5.27); Other (1 items, avg price $39.99); Rum (6 items, avg price $28.62); Seltzer (9 items, avg price $22.77); Tequila (12 items, avg price $41.74); Vodka (14 items, avg price $30.99); Whiskey (32 items, avg price $45.42); Wine (9 items, avg price $21.55).",20
19641,"Restaurant: Loaded Chick'n Tenders (3322 Georgia Ave NW), Price Range: $, Zip Code: 20010. Menu Categories: Drinks (4 items, avg price $2.50); Loaded Chick'N Tenders (14 items, avg price $9.37); Picked for you (5 items, avg price $9.49); Sides (2 items, avg price $3.50).",75
19645,"Restaurant: Oyamel, Price Range: $$, Zip Code: 20004. Menu Categories: Alcoholic Beverages - Cocktails (Alcohol) (3 items, avg price $49.33); Bodega (1 items, avg price $15.00); Carnes y Mariscos (8 items, avg price $14.75); Family Feast (4 items, avg price $67.00); Postres (2 items, avg price $10.00); Salsa and Guacamole (2 items, avg price $9.50); Sides (4 items, avg price $3.00); Sopas y Esaladas (4 items, avg price $12.25); Tacos (4 items, avg price $14.50); Verduras (9 items, avg price $11.33).",83
19650,"Restaurant: Sushi Snob (1730 Rhode Island Ave Nw), Price Range: $, Zip Code: 20036. Menu Categories: A La Carte (8 items, avg price $9.31); Certified World Class Entrees (3 items, avg price $24.21); Drinks (10 items, avg price $2.30); Must Order (4 items, avg price $3.70); Picked for you (5 items, avg price $8.80).",72
19662,"Restaurant: Umaya Izakaya, Price Range: $, Zip Code: 20001. Menu Categories: Appetizers (22 items, avg price $8.70); Beef and Lamb Robotayaki (5 items, avg price $13.00); Beer / Spritz (11 items, avg price $11.18); Desserts (5 items, avg price $12.80); Donburi (9 items, avg price $18.22); Japanese Salad Bowls (6 items, avg price $19.17); Large Plates (8 items, avg price $37.38); Maki/Temaki (24 items, avg price $9.48); N/A Beverage (Sodas, Teas, Milk, Water) (20 items, avg price $4.05); Nigiri (19 items, avg price $11.13); Noodles and Rice (12 items, avg price $18.29); Picked for you (5 items, avg price $11.80); Pork Robotayaki (2 items, avg price $8.00); Poultry Robatayaki (1 Skewer) (7 items, avg price $5.00); Ramen (10 items, avg price $16.20); Ramen Side Orders (12 items, avg price $3.60); Sake (Japanese Rice Wine) (9 items, avg price $52.44); Sashimi (16 items, avg price $10.72); Seafood Robotayaki (9 items, avg price $11.78); Specialty Maki Rolls (11 items, avg price $21.27); Sushi and Sashimi Assortment (7 items, avg price $67.00); Tataki (4 items, avg price $20.50); Umaya Specialty Cocktails (8 items, avg price $16.00); Vegetable Robotayaki (8 items, avg price $4.75); Wine To Go (8 items, avg price $48.25).",68
19667,"Restaurant: Jyoti Indian Cuisine, Price Range: $$, Zip Code: 20009. Menu Categories: Accompaniments (4 items, avg price $3.50); Appetizers (11 items, avg price $6.73); Beverages (7 items, avg price $3.86); Breads (11 items, avg price $4.73); Bundles (3 items, avg price $17.00); Chicken Entrees Curry Based Dishes-Entrees are served with rice (8 items, avg price $18.00); Desserts (4 items, avg price $5.50); Domestic Beer (5 items, avg price $6.00); Goat Entrees (Bone-In)-Entrees are served with rice (6 items, avg price $20.00); Imported Beer (7 items, avg price $7.43); Lamb Entrees-Entrees are served with rice (7 items, avg price $18.86); Picked for you (5 items, avg price $15.80); Red Wine Bottle (7 items, avg price $40.00); Rice Specialties (5 items, avg price $18.80); Rose Wine Bottle (2 items, avg price $22.00); Seafood Entrees-Entrees are served with rice (4 items, avg price $19.50); Signature Drinks (4 items, avg price $10.00); Soups and Salads (4 items, avg price $6.75); Tandoori Specialties-Entrees are served with rice (8 items, avg price $20.25); Vegetarian Specialties-Entrees are served with rice (18 items, avg price $14.28); White Wine Bottle (7 items, avg price $36.00).",74
19669,"Restaurant: Barmy Wine &amp; Liquor (1912 L St Nw), Price Range: $, Zip Code: 20036. Menu Categories: Beer / Cider (2 items, avg price $9.99); Beer / Domestic Beer (14 items, avg price $14.92); Beer / Imported Beer (7 items, avg price $3.37); Picked for you (5 items, avg price $23.47); Spirits / Brandy (5 items, avg price $40.75); Spirits / Rum (12 items, avg price $31.03); Spirits / Tequila (5 items, avg price $6.20); Spirits / Vodka (10 items, avg price $23.40); Spirits / Whiskey (23 items, avg price $48.08); Wine / Red Wine (15 items, avg price $28.45); Wine / Sparkling (5 items, avg price $30.67); Wine / White Wine (10 items, avg price $14.78).",38
19670,"Restaurant: Saucey Skewer (1273 E Street Nw), Price Range: $, Zip Code: 20004. Menu Categories: Beverages (8 items, avg price $3.00); Dessert (1 items, avg price $6.00); Kebabs (4 items, avg price $9.75); Picked for you (5 items, avg price $6.30); Platters (4 items, avg price $20.75); Sides (8 items, avg price $2.84); Starters &amp; Salads (2 items, avg price $7.89).",63
19671,"Restaurant: Republic Cantina, Price Range: $, Zip Code: 20001. Menu Categories: Picked for you (5 items, avg price $10.80); Weekend Brunch Specials (10 items, avg price $11.80).",67
19672,"Restaurant: Chaplin, Price Range: $, Zip Code: 20001. Menu Categories: Crowd Pleasers (8 items, avg price $9.62); Dessert (1 items, avg price $8.50); Drink / Empty Promises (5 items, avg price $5.50); Hot Impressions (8 items, avg price $11.25); Picked for you (5 items, avg price $10.90); Ramen (8 items, avg price $15.50).",68
19674,"Restaurant: Pupatella - Dupont Circle, Price Range: $, Zip Code: 20009. Menu Categories: Beer (8 items, avg price $9.07); Coffee &amp; Desserts (1 items, avg price $14.10); Custom Pizzas and Paninos (2 items, avg price $9.47); Napoli Street Snacks (5 items, avg price $11.82); Neapolitan Pizzas (Red Pizzas) (14 items, avg price $21.88); Neapolitan Pizzas (White Pizzas) (8 items, avg price $22.93); Panini (4 items, avg price $18.44); Picked for you (5 items, avg price $21.13); Small Plates and Salads (12 items, avg price $14.95); Wine (17 items, avg price $42.35).",53
19675,"Restaurant: Dumplings &amp; Beyond, Price Range: $, Zip Code: 20007. Menu Categories: Appetizer (12 items, avg price $7.05); Beef (15 items, avg price $22.08); Bottled Beer (9 items, avg price $5.28); Chicken (16 items, avg price $18.51); Dessert/ soft drink   甜点/饮料 (8 items, avg price $3.49); Dumplings (9 items, avg price $13.61); Noodles, Rice &amp; Lo Mein (31 items, avg price $15.39); Picked for you (5 items, avg price $13.27); Pork (16 items, avg price $17.95); Seafood (16 items, avg price $22.95); Soups (6 items, avg price $5.95); Vegetable (17 items, avg price $16.54); Wine Bottles (13 items, avg price $24.92).",64
19676,"Restaurant: Ghostburger &amp; Espita, Price Range: nan, Zip Code: 20001. Menu Categories: Burgers (3 items, avg price $0.00); Dessert (3 items, avg price $4.92); Other Stuff (12 items, avg price $4.92); Picked for you (5 items, avg price $10.40); Sandos (3 items, avg price $8.33).",60
19679,"Restaurant: Pizzeria Paradiso (Spring Valley), Price Range: $, Zip Code: 20016. Menu Categories: Alcoholic Beverages  (5 items, avg price $8.29); Beverages (7 items, avg price $2.72); Desserts (4 items, avg price $7.42); Insalate (7 items, avg price $15.36); Kids Menu (3 items, avg price $11.95); Panini (4 items, avg price $16.80); Picked for you (5 items, avg price $15.46); Pizze (14 items, avg price $17.04); Primi (6 items, avg price $12.51).",64
19680,"Restaurant: Wham! Bam! Burrito! (3322 Georgia Ave NW, Washington DC, 20010), Price Range: $, Zip Code: 20010-2513. Menu Categories: Drinks (4 items, avg price $2.50); Picked for you (5 items, avg price $10.40); Wham! Bam! Burritos (9 items, avg price $9.88); Wham! Bam! Favorites (3 items, avg price $9.00).",54
19681,"Restaurant: Fried or Die Chicken (3322 Georgia Ave NW), Price Range: $, Zip Code: 20010-2513. Menu Categories: Drinks (9 items, avg price $2.25); Favorites (4 items, avg price $6.62); Picked for you (5 items, avg price $7.75); Sandwiches (3 items, avg price $10.33); Shares (6 items, avg price $8.83); Sides (3 items, avg price $4.50).",16
19683,"Restaurant: Beau Thai - Shaw, Price Range: $, Zip Code: 20001. Menu Categories: Appetizers (13 items, avg price $8.77); Curries (7 items, avg price $15.43); Desserts (2 items, avg price $7.00); Kitchen Specialties (7 items, avg price $15.29); Noodle Dishes (3 items, avg price $14.00); Paleo Dishes (7 items, avg price $15.29); Picked for you (5 items, avg price $10.60); Rice Dishes (3 items, avg price $14.67); Sides and Condiments (15 items, avg price $2.65); Soups &amp; Salads (7 items, avg price $8.57); Stir-Fries (7 items, avg price $14.00).",73
19686,"Restaurant: Paragon Thai Restaurant, Price Range: $, Zip Code: 20008. Menu Categories: Appetizers (16 items, avg price $9.07); Beer (11 items, avg price $7.55); Beverages (16 items, avg price $3.58); Bundles (3 items, avg price $14.95); Chef's Specialties (23 items, avg price $18.38); Dessert (8 items, avg price $6.95); Entree (17 items, avg price $16.42); Noodles and Rice (12 items, avg price $14.95); Picked for you (5 items, avg price $12.15); Red Wine - 750 mL Bottle (5 items, avg price $26.80); Sides (7 items, avg price $2.43); Soup and Salad (14 items, avg price $9.81); Vegetarian (9 items, avg price $15.06); White Wine - 750 mL Bottle (3 items, avg price $28.00).",64
19688,"Restaurant: Capo Deli, Price Range: $$, Zip Code: 20001. Menu Categories: Capo Cocktails &amp; Fauci Pouchy (8 items, avg price $15.38); Cold Subs Large (14 items, avg price $15.00); Cold Subs Small (14 items, avg price $12.00); Deli Beverages (17 items, avg price $3.18); Deli Meat &amp; Cheese (32 items, avg price $12.33); Deli Sides (8 items, avg price $2.31); Desserts (10 items, avg price $5.55); Hot Subs Large (13 items, avg price $15.95); Hot Subs Small (13 items, avg price $13.00); Italian Dishes (15 items, avg price $10.87); Picked for you (5 items, avg price $12.40).",62
19689,"Restaurant: Wing Pop (3609 Montreal Creek Circle), Price Range: $, Zip Code: 20565. Menu Categories: Drinks (4 items, avg price $2.00); Famous Wings (2 items, avg price $9.00); Picked for you (1 items, avg price $6.00); Snacks (4 items, avg price $4.25).",30
19691,"Restaurant: Wingos Liquor, Price Range: nan, Zip Code: 20007. Menu Categories: Beer (10 items, avg price $15.09); Liquor (7 items, avg price $70.85); Picked for you (5 items, avg price $25.79); Seltzers (3 items, avg price $35.99); Soda (6 items, avg price $5.16); Wine (10 items, avg price $17.99).",8
19694,"Restaurant: Adams Morgan Ethiopian Restaurant, Price Range: $$, Zip Code: 20009. Menu Categories: Beverage (6 items, avg price $2.00); Cafe Beverages (4 items, avg price $2.99); Mains (10 items, avg price $5.02); Picked for you (5 items, avg price $6.24); Smoothies, Fresh Juice, and Shakes (4 items, avg price $4.87).",82
19698,"Restaurant: Melange, Price Range: nan, Zip Code: 20001. Menu Categories: Burgers (3 items, avg price $14.33); Chicken (3 items, avg price $14.00); Picked for you (5 items, avg price $14.40); Sides (4 items, avg price $4.50); Vegetarian + Vegan (2 items, avg price $12.50).",74
19699,"Restaurant: DAS Ethiopian, Price Range: $$, Zip Code: 20007. Menu Categories: Appetizers (5 items, avg price $9.60); Entrees (10 items, avg price $19.24); Extra Injera (1 items, avg price $2.00); House Specialties (11 items, avg price $20.12); Picked for you (5 items, avg price $19.37); Salads (3 items, avg price $7.50); Vegetarian Entrees (7 items, avg price $16.09).",63
19703,"Restaurant: Habesha Market &amp; Carry-Out (U Street), Price Range: $, Zip Code: 20001. Menu Categories: BEVERAGES (16 items, avg price $2.59); BREAKFAST (9:00 AM -12:00 PM) only (9 items, avg price $8.37); Beef and Lamb Entrees (31 items, avg price $18.04); Desserts and Appetizers (7 items, avg price $6.19); EXTRA ITEMS (8 items, avg price $3.41); Gluten free Ethiopian Teff Injera and regular Injera. (3 items, avg price $3.83); Pasta, Rice, and Fish (12 items, avg price $13.13); Picked for you (5 items, avg price $24.75); Vegetarian (6 items, avg price $12.17).",72
19704,"Restaurant: Dukem Ethiopian Restaurant, Price Range: $$, Zip Code: 20009. Menu Categories: Appetizers (5 items, avg price $4.85); Combinations Sampler (8 items, avg price $27.89); Dessert (2 items, avg price $6.60); Dukem Special Vegetarian Platter (3 items, avg price $33.58); Ethiopian Fasting (3 items, avg price $21.95); Fitfit (5 items, avg price $18.35); Kitfo and Gored Gored (4 items, avg price $17.95); Picked for you (5 items, avg price $26.27); Rice (2 items, avg price $12.75); Season Special (3 items, avg price $21.58); Tibs Entrees (5 items, avg price $19.43); Vegetarian Dishes (10 items, avg price $18.41); Wot (4 items, avg price $18.31).",64
19706,"Restaurant: Addis Paris Cafe, Price Range: $$, Zip Code: 20010. Menu Categories: Beverages (13 items, avg price $4.67); Breakfast Mains (5 items, avg price $12.55); Crepe (7 items, avg price $15.61); Pastry &amp; Desserts (8 items, avg price $7.30); Picked for you (5 items, avg price $17.40).",68
19708,"Restaurant: Asmara Restaurant, Price Range: $, Zip Code: 20009. Menu Categories: Appetizers (5 items, avg price $5.55); Meat Entrees (13 items, avg price $14.26); Pasta and Rice (9 items, avg price $9.62); Vegetarian Dishes (10 items, avg price $10.25).",83
19709,"Restaurant: shebelle ethiopian restaurant, Price Range: $, Zip Code: 20001. Menu Categories: Beef (23 items, avg price $13.55); Beverages (4 items, avg price $2.38); Desserts (2 items, avg price $4.95); Fish (3 items, avg price $13.99); Lamb (2 items, avg price $15.47); Pasta (2 items, avg price $11.50); Picked for you (5 items, avg price $17.30); Poultry (1 items, avg price $14.50); Rice (4 items, avg price $13.00); Side Order (3 items, avg price $3.00); Veggie Combo (6 items, avg price $12.07).",73
19712,"Restaurant: Appioo African Bar &amp; Grill (Cardozo), Price Range: nan, Zip Code: 20001. Menu Categories: Appetizers (11 items, avg price $9.64); Appioo Platters (1 items, avg price $20.00); Entrees (19 items, avg price $18.89); Picked for you (5 items, avg price $18.00); Sides (15 items, avg price $5.60).",64
19715,"Restaurant: Illusion bar and lounge, Price Range: $, Zip Code: 20011. Menu Categories: Mains (15 items, avg price $13.12); Picked for you (5 items, avg price $15.79); SIDES (2 items, avg price $3.49).",54
19716,"Restaurant: Akwaaba Lounge, Price Range: $, Zip Code: 20001-4202. Menu Categories: Appetizers (8 items, avg price $10.25); Entree (11 items, avg price $18.09); Picked for you (5 items, avg price $18.40); Sides (6 items, avg price $5.00).",72
19717,"Restaurant: Swahili Village - The Consulate, Price Range: $, Zip Code: 20036. Menu Categories: Beef and Goat (6 items, avg price $30.67); Beverages (2 items, avg price $3.75); Chicken (2 items, avg price $28.00); Desserts (3 items, avg price $8.00); Fish (4 items, avg price $30.00); Picked for you (5 items, avg price $26.00); Platters and Sauce (2 items, avg price $65.00); Sides (10 items, avg price $6.77); Starter (5 items, avg price $9.20); Vegetarian (2 items, avg price $24.00).",68
19718,"Restaurant: Bukom Cafe  (Adams Morgan), Price Range: $$, Zip Code: 20009. Menu Categories: Appetizers (7 items, avg price $8.34); Beverages (1 items, avg price $2.00); Entrees (15 items, avg price $18.35); Picked for you (5 items, avg price $11.12); Side_Orders (8 items, avg price $6.69).",62
19723,"Restaurant: Ambassador Eritrean &amp; Ethiopian Restaurant, Price Range: $, Zip Code: 20001. Menu Categories: Breakfast (6 items, avg price $9.49); Italian or Mediterranean Dishes (4 items, avg price $13.74); Picked for you (5 items, avg price $14.39); Traditional Dishes (6 items, avg price $13.99); Vegetarian Dishes (4 items, avg price $13.99).",75
19732,"Restaurant: Supreme Barbeque/Auntea Boba, Price Range: nan, Zip Code: 20002. Menu Categories: Baked Goods (5 items, avg price $5.90); Beverages (2 items, avg price $2.00); Combo Specials (7 items, avg price $12.43); Extra BBQ Sauces (4 items, avg price $0.00); Family Feast Meals (4 items, avg price $59.00); Manager Specials (1 items, avg price $54.00); Meats &amp; Fish (A La Carte) (8 items, avg price $3.25); Picked for you (5 items, avg price $12.30); Sandwiches (SANDWICH ONLY) (2 items, avg price $9.50); Sides (13 items, avg price $0.31).",62
19734,"Restaurant: Casey's Coffee (Foggy Bottom), Price Range: $, Zip Code: 20037. Menu Categories: Belgian Waffle (1 items, avg price $7.80); Bottle Drink (3 items, avg price $2.42); Breakfast Mains (10 items, avg price $6.70); Cold Sandwiches (9 items, avg price $9.92); Desserts (9 items, avg price $2.96); Frappes (7 items, avg price $5.49); Hot Beverages (7 items, avg price $3.54); Hot Sandwiches (11 items, avg price $9.97); Iced Beverage (10 items, avg price $4.47); Picked for you (5 items, avg price $5.62); Salads (8 items, avg price $10.51); Smoothies (4 items, avg price $5.86); Special Drinks (11 items, avg price $4.22); Wrap Sandwiches (10 items, avg price $10.10).",83
19735,"Restaurant: Poki DC &amp; Gong Cha (14th St), Price Range: $, Zip Code: 20005. Menu Categories: Gong Cha Brewed Teas (7 items, avg price $4.75); Gong Cha Coffee Series (6 items, avg price $5.64); Gong Cha Creative Mix (18 items, avg price $5.88); Gong Cha Ice Smoothie (15 items, avg price $6.83); Gong Cha Milk Foam Serise (Milk Foam is not Milk Tea) (8 items, avg price $6.31); Gong Cha Milk Tea Series (32 items, avg price $6.24); Gong Cha Sparkling Series (13 items, avg price $6.52); Gong Cha Yogurt Drink Series (6 items, avg price $6.00); Picked for you (5 items, avg price $10.20); Poke Bowl (6 items, avg price $6.17); Poki DC Creative Mix (2 items, avg price $5.88); Poki DC Dessert (3 items, avg price $2.17); Poki Donburi (6 items, avg price $15.80); Popular HOT🔥 Tea (21 items, avg price $6.04); 🔥Poki DC Side Order (8 items, avg price $6.50); 🔥Poki Snacks (18 items, avg price $2.49).",73
19736,"Restaurant: Booeymonger (Georgetown), Price Range: $, Zip Code: 20007. Menu Categories: Bagels (6 items, avg price $3.79); Beverages (6 items, avg price $2.45); Fruit Smoothies &amp; Milk Shakes (5 items, avg price $7.39); Picked for you (5 items, avg price $10.46); Pies and Cakes (5 items, avg price $3.43); Salads (8 items, avg price $10.99); Sides (11 items, avg price $4.15); Specialty Cold Sandwiches (8 items, avg price $9.98); Specialty Hot Sandwiches (14 items, avg price $10.51); Your Own Creations (17 items, avg price $8.41).",62
19739,"Restaurant: Say Cheese, Price Range: $$, Zip Code: 20007. Menu Categories: Beverages (4 items, avg price $2.14); Breakfast Mains (5 items, avg price $5.36); Desserts (11 items, avg price $3.32); Grilled Cheese Sandwiches (14 items, avg price $10.55); Non Grilled Sandwiches (5 items, avg price $9.95); Picked for you (5 items, avg price $9.10); Smoothies (8 items, avg price $8.26); Soup and Salads (5 items, avg price $7.20).",64
19741,"Restaurant: Sharetea DC Chinatown, Price Range: $, Zip Code: 20001. Menu Categories: Bottle Water (1 items, avg price $2.99); Brewed Tea 經典醇茶系列 (7 items, avg price $5.89); Chubby Pubbies 贪吃狗系列 (3 items, avg price $7.32); Creama (Milk Cap)芝士奶蓋系列 (10 items, avg price $7.07); Fresh Milk 鮮奶茶系列 (11 items, avg price $6.95); Fruit Tea 鮮果茶系列 (16 items, avg price $6.87); Ice Blended Tea 冰沙系列 (12 items, avg price $7.75); Milk Tea 台灣奶茶 (22 items, avg price $6.67); Picked for you (5 items, avg price $7.14); Reusable Stainless Steel Straw (1 items, avg price $4.99); Seasonal Special 季节限定 (5 items, avg price $7.45); Signature (Mojito) 莫西多 (4 items, avg price $6.75); Uncooked Noodle 即食面 (2 items, avg price $4.99).",43
19746,"Restaurant: taïm mediterranean kitchen - Dupont Circle, Price Range: $, Zip Code: 20036. Menu Categories: BEVERAGES (4 items, avg price $3.95); BOWLS (1 items, avg price $0.00); MEZZE (9 items, avg price $13.17); PITAS (1 items, avg price $12.30); Picked for you (5 items, avg price $6.88); SALADS (2 items, avg price $15.12); SIDES (15 items, avg price $5.31).",83
